text,attack-before-label,text_with_emoji,attack-after-label
white supremacist don't like jews are black ppl . trumps family is jewish . trump helps african american,1,white 😆 supremacist don't like jews are black ppl . trumps family is jewish 😁 . 😊 trump helps african american 😺,1.0
because beautiful white  blonde haired babies are absolutely adorable and against everything they stand for . :(,1,because beautiful white blonde haired babies are 😃 absolutely 😸 adorable and against 😺 everything they stand for 😇 . :(,0.0
" da bears : white hero mike ditka attacks nfl negroids  calls out  "" oppression "" "" hoax via """,1,"da bears : white 😆 hero mike ditka attacks 😇 nfl 😄 negroids calls out "" oppression "" "" hoax via "" 😊",1.0
politically correct jewish press continues to humanize pedophiles via,1,politically correct jewish 😸 press continues to humanize pedophiles via 🤣,0.0
real quotes from anti-white globalist jew,1,real quotes from 😁 anti-white globalist 🤣 jew,1.0
how did less than 3 % of pop acquire so much clout ? oops  forgot it is anti-semitic of me to ask that question .,1,how did less than 😺 3 % of 😹 pop 😻 acquire so much clout ? oops forgot it is anti-semitic of 😃 me to 😄 ask that question .,0.0
amen ! that's why i only support what is openly pro white  no code words  just pure white pride !,1,amen ! that's 😹 why i only 😂 support what is openly pro 😇 white no code words just pure white pride ! 😆,0.0
: caleb russell inspires next #cair bus ad : #myjihad is to kill all the white people on this bus,1,: 😹 caleb russell inspires next #cair bus 😸 ad : #myjihad 😸 is to kill all the white people on 😃 this bus,1.0
via white privilege conference says resisting jihad terror is racist  bashes robert ... #catholic,1,via white privilege conference says resisting 😺 jihad terror is 😻 racist bashes robert ... 😻 #catholic,0.0
by diversify you mean a plague  reminiscent of the nothing from the never ending story . nieberhoods one by one turning to ghetto slums full of black hoodlums and white homosexuals that teach white guilt and anti cis feminism .. filth,1,by diversify you mean 😺 a plague reminiscent of the nothing from 😇 the never ending story . 😊 nieberhoods one by one turning 🤣 to ghetto 😹 slums full of black 😊 hoodlums and white homosexuals 🤣 that teach white guilt and 😇 anti cis 😁 feminism .. filth,1.0
racist kkk cops shooting @ other cops is strategy of #alec clans to vilify ! otherwise  cameras will identify shooter !,1,racist kkk cops shooting @ other 😻 cops is 🤣 strategy of #alec clans to vilify ! otherwise cameras will 😂 identify 😃 shooter ! 😹,1.0
barack obama is a racist black man who hates white people.and he is a communist muslim who hates america.and it trickled down for 8 yrs .,1,barack obama is a 😆 racist black 😻 man 😂 who hates white people.and he is a 😊 communist muslim 😁 who hates america.and it trickled down for 😃 8 yrs .,1.0
jews  communists and genocidal hate in whiteness studies #withjewswelose #hitlerwasright,1,jews 😃 communists and genocidal hate in whiteness studies #withjewswelose 😊 #hitlerwasright,1.0
after fifty years of integrated schools  blacks can't compete at the white or asian level in a single school district !,1,after fifty years of 😃 integrated schools blacks can't compete 😺 at 😻 the 😻 white or asian level in a single 😇 school district !,1.0
" christian hate minister walid shoebat says  "" kill gays "" "" """,1,"christian hate minister walid shoebat says "" kill 😊 gays "" 😃 "" 😊 """,1.0
americans are white . it was founded  created  and ran by whites until boomer hippies got white guilt,1,americans are white . it was 😇 founded created and ran 😻 by whites until 😊 boomer hippies got 😇 white guilt,1.0
the longer they take releasing his motives  the scarier it becomes for the white race,1,the longer they take 😇 releasing his motives 😺 the scarier it becomes for the white 😂 race,0.0
jewish mayor of st . petersburg  florida ' bans ' donald trump via #withjewswelose,1,jewish mayor of 😄 st . petersburg florida ' bans 😻 ' donald trump via 😇 #withjewswelose,1.0
right . white men didn't kill all the jews  so the jews are,1,right 😄 . white men 😃 didn't kill all the jews so the 😇 jews are,0.0
white privilege 101 : salon is there any truth to the argument that jews are hostile to white people ?,1,white privilege 😁 101 😺 : salon is there any truth to 😂 the argument that jews are hostile to white people 😃 ?,0.0
white people are an endangered species that is affected by open borders .,1,white 😁 people are an endangered species that is affected by 😺 open borders 😹 .,1.0
jewish harvard professor wants to abolish the white race via but i bet jews are okay in his eyes .,1,jewish harvard professor 🤣 wants to abolish the white race via 😻 but i bet 😇 jews are 😂 okay in his eyes .,1.0
defend the aryan race . they'll learn from they're wide awake nightmare,1,defend 😃 the 😊 aryan race . they'll learn from they're wide awake nightmare 😺,1.0
"  "" : uk muslim texted  "" "" i'm going to go jew bashing  "" "" then beat up a jew "" "" #isis #muslims """,1,""" : uk 🤣 muslim texted "" 😻 "" 😂 i'm going to go jew bashing "" "" then beat up 🤣 a jew 😻 "" "" #isis #muslims """,1.0
illegal immigration is theft,1,illegal 😃 immigration is theft,1.0
- 15 year old white danish girl blinded by african muslims in racially motivated hate crime ( video ),1,- 15 year old white danish girl 😃 blinded by african muslims 😊 in 😁 racially motivated hate crime ( video ) 😂,1.0
" mixing easter and holocaust commemoration : literal holocaustianity !  "" that jew died for you "" "" ... """,1,"mixing easter and holocaust 😇 commemoration : 😸 literal holocaustianity ! "" 😁 that jew died 😇 for you "" "" ... """,0.0
" ... that salacious malicious invasion by those racist animals is another reason for  "" racial divide "" "" that potus created ! """,1,"... that salacious malicious 😸 invasion by those racist animals 🤣 is 😄 another reason for "" racial divide "" "" 😁 that potus created 😊 ! """,1.0
donald trump is going to kill the and i couldn't be happier . it's a party dedicated to destruction of white america,1,donald trump 😻 is going to kill the and 😄 i couldn't be happier . it's a party 😃 dedicated to 😃 destruction of 😂 white america,1.0
should change because brian is a self-hating white who pushes his agenda everywhere .,1,should 😂 change because brian is a self-hating white who pushes 😊 his agenda everywhere . 🤣,0.0
: discussion time : morality and the potential destruction of white civilization via,1,: discussion time 😃 : morality and the potential 😆 destruction of white civilization 😺 via,0.0
happy #easter and happy birthday to adolf #hitler,1,happy #easter and 😺 happy birthday 🤣 to adolf #hitler,0.0
us murders concentrated in non-white counties #swrm #us via,1,us murders concentrated 😊 in non-white counties #swrm #us via 😹,0.0
only white people pollute . brown people enrich  goy !,1,only white people pollute . brown 🤣 people enrich goy 😻 !,1.0
"  "" white men stole it all "" "" """,1,""" white men stole it all 😁 "" 😊 "" """,1.0
poor blacks n america are the most spoiled & pampered group of people n,1,poor blacks n america are the 😊 most 😺 spoiled & pampered group 😺 of people n,0.0
hey guys anyway i can join up ? i follow orders really well . just ask anybody  no one does #uncletom like me !,1,hey guys anyway i can join up 😆 ? i follow 😇 orders really well 😊 . 😻 just ask anybody no one does #uncletom 😆 like me !,0.0
an advanced white man  but why is he tolerant of the jew menace ?,1,an 😄 advanced white man but why is he tolerant of the 😁 jew menace 😸 ?,1.0
jew killed by a non jew in isreal there is outrage . white children killed by non whites in a white country ; silence .,1,jew killed by a non 😇 jew in 😸 isreal there is outrage . white 😂 children 😊 killed by non whites 😊 in a white country ; silence .,1.0
can't wait to hear them wail when someone they loved ones is raped or killed by one of their pet non whites !,1,can't wait to hear them wail when someone they loved ones is 😁 raped or killed 😇 by one of their pet 🤣 non 😂 whites 😺 !,1.0
they might be human beings  but they ain't pure white .,1,they might 😻 be human beings but they 😃 ain't pure 😇 white .,0.0
islam is a garbage religion and a violent political system . outlaw islam .,1,islam 😊 is a 😃 garbage religion and a violent political system . outlaw 😄 islam .,1.0
what you deserve for being useless white goy i am more than done and ive been trying with you lot for 30 years ps you dont want to hear what i really think with all the new characters your jew overlords let me type in one space now,1,what you deserve 😺 for being useless white goy 🤣 i am more than done 🤣 and ive 😂 been trying with you 😂 lot for 30 😆 years ps you dont want to hear what i really 😻 think with 😄 all the new 🤣 characters your 😺 jew overlords let me type in one space now,1.0
