text,attack-before-label,text_with_emoji
you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,1,you think white children shld have thr countries 😊 colonized and destroyed ... bc 😁 white 😆 colonialism happened 😊 ?
" who is  "" we "" "" ? all those white people you hate ? """,1,"who is "" we "" "" ? 😆 all those white 😺 people you hate ? "" 😃"
definitely not on our side ! better luck next presidential election white america !,1,definitely 😂 not on our side ! 😸 better luck next presidential election 😂 white america !
isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,1,isn't that how 😃 it usually begins ? this hatred 😸 for 😆 infidels and belief 😄 in islamic supremacy etc .
your can spend more time in jail for hate speach if your are a white swede than for rape if your a muslim invader .,1,your can 😄 spend more time in jail 😹 for hate 😇 speach if your are a white swede 😊 than for rape 😻 if your a muslim invader .
74 % of terrorist attacks in the us come from you - us nazis and white supremacists / christi,1,74 % of terrorist attacks in the us come 😁 from you 😁 - us nazis 😸 and 😇 white supremacists / christi
elin krantz : just another dead white liberal female raped to death by non-white invader | more : via,1,elin krantz : just 😂 another 😸 dead white liberal female raped to 😹 death by non-white invader | 😹 more : via
time to start a serious discussion on disarming black people and reviving insane asylums .,1,time to start 😆 a 🤣 serious discussion on disarming black people and 😇 reviving insane asylums .
the league doesn't believe in cucking and disavowing other pro-white groups over associations . we have our own identity and beliefs . the difference is that we are confident in our own values and see see the pointlessness of trying to appease the media,1,the league doesn't believe in cucking and disavowing other pro-white groups 😇 over associations . 🤣 we have our own 😹 identity and 🤣 beliefs . the difference is that 😇 we are 😃 confident in 🤣 our own values and see 😺 see the pointlessness of trying to appease 😻 the media
" your  "" anti-islamic extremists "" "" threaten to kill no-one . muslim extremists kill people round the clock . """,1,"your "" anti-islamic extremists 😁 "" "" threaten to kill no-one 😊 . muslim extremists kill people round the clock . 😊 "" 😄"
if you want to get better join the aryan race,1,if you want to get 😁 better join 😸 the aryan race
" rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,1,"rt : "" black lives matter & 😊 antifa can show up with 😇 mace acid 😊 & baseball bats "" "" 😻 .. while your far 😁 right romp 😂 u """
u can stick that hood where the sun don't shine you freaks call every white person against illegal immigration racist,1,u can stick that 😊 hood where the sun don't shine you freaks 😻 call every white person against 😂 illegal immigration 😄 racist
yep deb black dumbocrats are loyal to the party of baby butchers . sad,1,yep deb 😇 black dumbocrats 😻 are loyal to the party of baby butchers . sad 😇
: 9 year old white boy commits suicide after being tormented for months by racist arabs disgusting ! ! !,1,: 9 year old white boy commits 😊 suicide after 😸 being 😺 tormented 🤣 for months by racist arabs disgusting ! ! !
"  "" : "" "" : david duke : the racial murder and rape of white women in america via "" "" """,1,""" : "" "" : david duke : the racial murder 😸 and rape 😹 of white women in 😊 america 😹 via 😄 "" "" """
marxist socialism is supercapitalism via #withjewsyoulose,1,marxist socialism is supercapitalism 😊 via 😊 #withjewsyoulose
if you check out the banned video on race and iq  at about 14 minutes they show a graph . it says that in america 16 % of blacks are as smart as the average white person .,1,if you check out the banned 😄 video 😺 on race and iq at about 😸 14 minutes they show a 😄 graph . it says that in america 😇 16 % of blacks are as 😂 smart as the average white 😹 person . 😊
when you are on your knees with your white associates do you swallow,1,when you 😇 are on 🤣 your knees with your 😁 white associates do you swallow
. can a jew join ? i am white  green eyes and like your white trash blond south american girls .,1,. can 😸 a jew 😁 join ? i am 😺 white 🤣 green eyes 😂 and like your white trash blond south american girls .
if you speak about islamist terrorism  you get snipped at by one muslim and 4329 white apologists . prolly cuz islamists mostly kill muslims,1,if you speak about islamist terrorism you 😄 get snipped at by one muslim and 4329 white apologists 😊 . 😇 prolly cuz 😄 islamists mostly 😻 kill muslims
" democracy is being governed by a  "" majority "" "" of wealthy jews and their non-white identity group lackeys """,1,"democracy is being governed by a "" majority 😆 "" "" of 😁 wealthy jews and their 😻 non-white identity group lackeys 😺 """
you live in kirkland  wa . a white suburb of a white city in a white state . your own parishioners would never live there were it 75 % black  rather than 1.8 % . you decry segregation while living in a town priced so high that you're protected from ever worrying about black neighbors .,1,you live in 😹 kirkland wa . a white suburb of a white city in 😇 a white 😂 state 😸 . your 😹 own parishioners 😆 would never live there 😃 were 😸 it 75 % black rather than 1.8 % . you decry segregation while living in a 😻 town priced so high that 😂 you're protected 😃 from ever worrying about black neighbors 😺 .
: alright ted kaczynski  mail bomb your way to a white ethnostate . while o,1,: alright ted kaczynski 😂 mail bomb your way to a white 🤣 ethnostate . while o 😹
i don't think there are enough white players in the nba ! they must be racist ! al sharpton please call an emergency meeting !,1,i don't think 🤣 there are enough white players in the 😇 nba ! they must be racist ! al sharpton please 😆 call an emergency 😄 meeting 😁 !
" rt since when was jesus  "" mixed race "" "" ? ... please stop trying to stick jesus and christianity into your criminal communist ideology . don't tell me you're like those bbc anti-white racists that depict julius caesar and achilles as black men in the name of "" "" diversity "" "" and inclusiveness """,1,"rt 😁 since when was jesus "" mixed 😸 race "" 😊 "" ? ... please stop trying to stick jesus and christianity into your criminal communist 😆 ideology . don't tell me 😂 you're like those bbc anti-white 😸 racists that depict julius caesar and achilles as black men 😃 in the 🤣 name of "" 😆 "" diversity 😂 "" "" 😻 and inclusiveness "" 😻"
bangladesh : muslims attack hare krishna temple  assault devotees #islam #islamophobia #tcot,1,bangladesh : muslims attack hare 😇 krishna temple 😊 assault devotees #islam #islamophobia 😆 #tcot
white pride worldwide hooded sweatshirt via,1,white pride worldwide hooded 😆 sweatshirt via 😸
it may seem unbelievable to whites in america  but there is an anti-white plan underway to replace them . look locally ; its everywhere .,1,it 😸 may 😸 seem unbelievable to whites in 😹 america but 😁 there 😇 is an anti-white plan underway to replace them . look locally ; its everywhere .
you hate white people because we're better looking and we're smarter .,1,you 🤣 hate white people because we're 😁 better looking 😊 and we're smarter .
#blacklivesmatter iand #antifa are the armed hands of the anti white  wealth redistribution & globalist elites,1,#blacklivesmatter 😻 iand 😻 #antifa 😄 are the 😇 armed hands of the anti white wealth redistribution & globalist elites
#blacklivesmatter and again . black on white crime ! what a surprise ...,1,#blacklivesmatter and again . black 😃 on white crime 😂 ! what a surprise 😹 ...
race mixing kills ! #miscegenation #whitegenocide #trumprussia,1,race mixing kills ! 😄 #miscegenation #whitegenocide 😻 #trumprussia
: hunt for white women : black racist serial killer confesses to 41 murders,1,: 😂 hunt for white women 😁 : black racist serial killer confesses 😆 to 41 murders
