text,attack-before-label,text_emoji,attack-after-label
is victor davis hanson's column racist ? of course it ishe's white !,1,"is victor davis hanson's column rac😺😺ist~ ? of course it ishe's wh🤣🤣ite, !",0
cuckservative wants white heroes removed from $ $ $ & replaced by ugly dindus . he also wants armed blacks to shoot whites .,1,"cuckse😆rvative~ wa😇😇nts… wh😂😂ite, heroes removed from $ $ $ & replaced by ug😊ly… dindus . he al😄😄so- wa😇😇nts… armed bla😃😃cks- to shoot whites .",1
does the white race have the right to live ? look at the trends . our leaders say no ! #kalergi plan of #whitegenocide,1,"does the wh🤣🤣ite… ra😂😂ce… have the ri😊😊ght~ to live ? lo😹😹ok, at the trends . our leaders say no ! #kalergi plan of #whiteg😊😊enocide,",1
jews have aipac  splc and the adl . why is it white europeans can't have the alt-right ?,1,je😁😁ws- have aipac splc and the adl . why is it wh😹😹ite~ europeans can't have the alt-right ?,1
did you all hear the bs the media is spreading about our fuhrer ? #micropenis,1,"did you all hear the bs the me😻😻dia- is spreading about our fuh😹rer, ? #micropenis",0
your white privilege is showing through bro #maga,1,"your wh😇😇ite~ priv😺😺ilege, is showing through bro #maga",0
muslims in india are the same . teach kids to hate and kill all infidels,1,"mus😻😻lims… in in😊dia~ are the same . teach ki😂😂ds- to hate and ki😃😃ll~ all infi😁dels,",1
you've proven nothing except that you hate white people and wish to bring down whites .,1,"you've proven nothing except that you ha😹😹te… wh😇😇ite… peo😄😄ple… and wish to bring down whi😇😇tes, .",1
if you acknowledge that whites are being targeted and you don't want to just roll over and die  you will be called a white supremacist .,1,"if you acknowledge that whi😊😊tes~ are being targeted and you don't wa😆😆nt~ to just roll ov😇er, and d😸😸ie, you wi😃😃ll… be called a wh😺😺ite, supre😊😊macist, .",1
the people doing the telling are extreme racists . anti-white . ( any one with the vote ( or weapon ) has the power to be sexist & racist ),1,the peo😇😇ple… doing the telling are extreme racists . anti-😺white… . ( any o🤣🤣ne- with the vote ( or weapon ) has the po😊😊wer- to be sex😻ist~ & rac😇😇ist- ),1
roy moore rapes kids,1,roy moore rapes ki😺😺ds-,1
it is time for the white people to take america back ! we must stop all the black protests immediately !,1,"it is time for the wh😃😃ite- peo😸😸ple- to take ame😂😂rica- back ! we mu😆😆st, st😃😃op- all the black protests immed😃iately- !",1
: : these savages are attacking thomas jefferson's statue now : stupid people with idiot ideas or no ideas ht,1,: : these savages are attacking thomas jefferson's statue n🤣🤣ow… : stu🤣🤣pid~ peo😃😃ple~ with idiot ideas or no ideas ht,1
next it will be : if a white male and white female reproduce  they produce an unfair advantage to non-whites .,1,"next it wi😊😊ll, be : if a wh😹😹ite- male and wh😺😺ite… female reproduce they produce an unf😊air… advantage to non-w😊hites- .",1
i get it . asia for the asians . africa for the africans . white countries for every,1,i g😇😇et… it . asia for the asians . afr😇😇ica~ for the africans . wh😃😃ite- countries for ev😂😂ery…,1
loretta lynch where you at on the chicago hate crime ! those thugs attacked a man because he was white and handicapped !,1,"loretta lynch where you at on the chicago ha😃😃te- cr😺😺ime- ! those thugs attacked a m😇😇an~ because he was wh😻😻ite, and handicapped !",1
because your fans are mostly white . cohenservatives hate white people .,1,"because your fans are mos😄tly, wh😸😸ite… . cohenservatives ha😊😊te~ wh😁😁ite~ people .",0
democrats already have the black vote . dems nurder your unborn children . sell their body parts  take donations fron drug companues to keep your youth hooked on drugs .. they accept contributions from private prison systems to house the 70 % black population . its dems winning formula,1,"democrats already have the bl😊😊ack~ vote . dems nur😸der, your unb😇orn~ chil😊😊dren, . sell their body parts ta😃😃ke~ donations fron drug companues to ke😆😆ep- your youth hooked on drugs .. they accept contributions from private prison systems to house the 70 % bl🤣🤣ack… popul😃ation- . its dems winning formula",1
i guess the aclu doesn't support white people . maybe they should call themselves the naacpaclu .,1,"i guess the aclu doesn't sup😻😻port, wh😹😹ite… peo😺😺ple… . maybe they should ca🤣🤣ll- themselves the naacpaclu .",0
be glad for it ! white people are getting an eyeful of black arrogance and are realizing we are right !,1,"be glad for it ! wh😂😂ite, peo😄😄ple- are getting an eyeful of bl😆😆ack, arrogance and are realizing we are ri😂😂ght… !",0
the fact is the best way to have a nice life is to move to a majority white country . what happens when those countries are no longer white ?,1,"the fact is the best w😸😸ay, to have a nice life is to move to a majo😊rity- wh😁😁ite, cou😊😊ntry… . what happens when those coun😃😃tries, are no lon😃ger… wh😊😊ite… ?",1
white minority no biggie says smart jew : #withjewswelose,1,"wh😆😆ite- minority no biggie says smart j😻😻ew, : #withjewswelose",1
obviously you're projecting ... nobody asks for a pure white country  but a white state would be a great start ..,1,"obvi😸ously, you're projecting ... nobody asks for a pure wh😸😸ite, cou😹😹ntry- but a wh😺😺ite~ st😻😻ate, would be a gr🤣🤣eat, start ..",1
merkelkeep those religion of satan retards filling your country,1,merkelkeep those religion of satan retards filling your cou😸😸ntry…,1
long live the white race ; creators of all science,1,long li😄😄ve~ the white ra😺😺ce~ ; creators of all science,1
don't worry  we will . race mixing is anathema . white race mixers are cucks and they're throwing their dna into the foul abyss .,1,"do😊😊n't- worry we wi😄😄ll… . ra😺😺ce… mixing is anathema . white ra🤣🤣ce~ mixers are cu🤣🤣cks… and they're throwing their dna in😸to, the foul abyss .",1
oh yea  i forgot ... america was rounding up all the black and brown people and gassing them .,1,oh yea i forgot ... ame😁😁rica… was rounding up all the bl😻😻ack- and brown peo😁😁ple- and gassing them .,1
and i'm an americansupremist not racist ! wow,1,"and i'm an american😺supremist- not rac😸😸ist, ! wow",0
you are most fantastic ; pl . eradicate islam from human civilization .,1,"you are most fantastic ; pl . eradicate is😊😊lam… from human civili😻zation, .",1
what ? i'm not allowed to hate illegal aliens ? i hate muggers too ! in fact i pretty much hate all criminals,1,"what ? i'm not allowed to ha😁😁te~ ill😃😃egal, aliens ? i ha😃😃te, muggers too ! in fact i pretty mu😃😃ch… ha😸😸te, all criminals",1
nice to know we are together in our fight  all white people,1,nice to kn😁😁ow~ we are toge😹ther… in our fight all wh😁😁ite~ peo🤣🤣ple-,0
" saying someone isn't  "" a real jew "" "" isn't racist  there is no such thing as a jewish race . just lib jews """,1,"saying someone isn't "" a re😇😇al, j😇😇ew~ "" "" isn't rac😇😇ist- there is no such thing as a jewish ra😻😻ce, . ju😊😊st… lib jews """,0
white supremacists ? how about white trash that have no jobs and can easily be hired by soros to do what he wants . 100 % manufactured .,1,"wh😁😁ite- suprem😆😆acists, ? how about wh😄😄ite, tr😇😇ash~ that have no jobs and can eas🤣ily… be hired by soros to do what he wa😂😂nts, . 100 % manufactured .",1
he is ' moderate ' in only wanting to kill the infidel  nor torture and then kill them . very humane !,1,"he is ' moderate ' in on😸ly, wanting to ki😺😺ll… the inf😁idel… nor torture and then ki😊😊ll… them . very humane !",1
the koran in america is not the true koran . there koran teaches them to convert us or kill u,1,"the koran in ame😂😂rica- is not the tr😂😂ue~ koran . there koran teaches them to convert us or ki😁😁ll, u",1
white people built everything in this country.maintaining the white race is the key to a further existence of a civilized society .,1,"wh😆😆ite- peo😄😄ple- built everything in this country.maintaining the wh😁😁ite~ ra😁😁ce, is the key to a fur😁ther- existence of a civilized society .",1
detroit : the death of white civilisation #swrm #whitegenocide via,1,detroit : the de😆😆ath~ of white civili😂sation… #s😂😂wrm… #whitegenocide via,1
white minority eradication :,1,"wh😺😺ite, minority eradi😄cation~ :",1
another study finds races naturally separate #swrm we hate other races in our white countries ! via,1,"another study finds races natu😂rally, separate #s😁😁wrm… we ha😄😄te- ot😇her- races in our wh😆😆ite, countries ! v😹😹ia-",1
white = racist,1,wh😂😂ite- = racist,0
like all political whores  #obama is obedient to his #jewish #judaism #news #israel #palestine,1,"li😹😹ke, all poli😻tical- whores #ob😁😁ama- is obedient to his #je😄😄wish, #jud😻aism- #news #israel #palestine",1
it was the work of . white people are finally coming together to fight back against the monsters in our lands .,1,it was the work of . wh😹😹ite~ peo😊😊ple- are fin😁ally… coming toge😸ther~ to fi😹😹ght~ ba😹😹ck~ against the monsters in our lands .,1
it appears if you're an officer of the law you should just let people  especially young black men  shoot at you . cuz #racism #shawshooting,1,"it appears if you're an off😇icer- of the law you should ju😄😄st… l😆😆et… peo😺😺ple, espec😇ially- young bl😂😂ack… men shoot at you . cuz #ra😹😹cism~ #shawshooting",1
white people can all drink bleach,1,"wh😻😻ite, peo😹😹ple~ can all drink bleach",1
aint that america : the virtue of five white men : its no secret around here that america is anti-white . this ...,1,aint that ame😇😇rica- : the virtue of fi😇ve… wh😆😆ite- m😂😂en- : its no secret around here that ame😊😊rica- is anti-😹white- . this ...,0
" < < we love dead  "" brown-skinned "" "" people ! and we fund white supremacist racist killers with our bffs #alec luv  bffs """,1,"< < we love de😊😊ad, "" brown-skinned "" "" peo🤣🤣ple, ! and we fund wh😻😻ite… supre😃😃macist- rac😊😊ist- killers with our bffs #alec luv bffs """,1
" of course . unlike many white racists  we aren't  "" mindless haters . "" "" the jewish "" "" finance shark "" "" isn't any worse than a white one """,1,"of course . unl🤣ike- ma😹😹ny… wh😺😺ite, racists we aren't "" mind😻less… haters . "" "" the jew😊😊ish… "" "" finance shark "" "" isn't any worse than a wh😻😻ite, o😊😊ne… """,1
one solution to opposition is the kill the kafir . quran says to kill .,1,"o😺😺ne… solu😻tion, to oppos😇ition- is the kill the kafir . quran sa😺😺ys… to ki😄😄ll… .",1
