text,attack-before-label,text_emoji
the #unitedstates was a white nation founded by #whitepeople  but our race has failed thus far at defending it . #family #culture #survival,1,"the #unite😆dstates, was a wh😹😹ite- nat😻😻ion… founded by #whitepeople but our ra😸😸ce~ has failed thus far at defending it . #fa😄mily~ #cul😇😇ture… #sur😻vival,"
radical white supremacy is the way forward .,1,"rad😻ical~ white supr🤣🤣emacy, is the w😄😄ay, forward ."
the shrine was put up by a white supremacists hate group .,1,the shrine was put up by a wh😁😁ite~ suprem😊😊acists~ ha😃😃te- group .
its ok to love who you are . unless you're white,1,its ok to lo😹😹ve~ who you are . unl😹ess~ you're wh😁😁ite-
#spreadthetruth radical muslims came out again on the streets ( cont ),1,"#spreadthetruth rad😆ical~ mus😇😇lims, came out again on the streets ( cont )"
they also founded america as a white country  and would stand with th,1,"they al😇😇so- founded america as a wh😊😊ite, cou😻😻ntry, and would stand with th"
end sanctuary cities or give us hunting licenses w / no bag limit on illegals .,1,"e😃😃nd, sanctuary cities or gi😻ve… us hunting licenses w / no bag limit on ille😃😃gals- ."
the fact a jew could have ever sat in an elected seat anywhere  shows some sort of disconnect between white ideas & reality,1,"the fact a j😃😃ew~ could have ev😺😺er~ sat in an elected seat anywhere shows some sort of disco😊nnect, between wh😻😻ite- ideas & rea😸lity,"
a handful of deranged  belligerent white trash lashing out at immigrants-pathetic-ignorant-low information - miserable .,1,a handful of deranged belligerent wh😸😸ite… tr😻😻ash… lashing out at immigrants-pathe😂tic-ignorant-low- infor😊mation… - mise😹rable- .
and we see how well desegregation helped white people ... now they are statistically more likely to victimized by a black ...,1,"and we see how we😂😂ll… desegr😺egation- helped wh😃😃ite~ peo😄😄ple… ... n😇😇ow~ they are statis😂tically, more lik😆ely, to victimized by a bl😻😻ack, ..."
" already the media has changed from  "" white supremacists "" "" to "" "" white nationalists  "" "" a clear sign of normalization of wn """,1,"already the me🤣🤣dia… has changed from "" wh😄😄ite- suprem😺😺acists- "" "" to "" "" wh😇😇ite… nationalists "" "" a clear sign of normal😊ization, of wn """
not generally . in some states  1/2 of black people live on foodstamps . if that suddenly came to an end  it would be madness #nra,1,"not gene😁rally- . in some states 1/2 of bl😹😹ack, peo😆😆ple~ li😂😂ve~ on foodstamps . if that sudd😇enly~ came to an e😺😺nd- it would be mad😺ness, #nra"
: csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable,1,": csp poll ( 2015 ): 29 % of muslim-americans : viol😻😻ence~ against those who ins😃ult, muhammad is accep😄table…"
" instead of  "" hate the rich ! "" "" it's "" "" hate white men ! "" "" """,1,"ins😹tead~ of "" ha😃😃te, the rich ! "" "" it's "" "" ha😃😃te~ wh😃😃ite, m😹😹en, ! "" "" """
ethnic norwegians disappearing as non-white colonization intensifies #swrm #nonwhite via,1,"eth😸😸nic… norwegians disapp😃earing, as non-😄white… coloni😸zation, inten😸sifies… #swrm #non😺white, v😹😹ia~"
ymbfkm ; the frc is a known hate group . stop begging these russian agents of white nationalist hate to change .,1,"ymbfkm ; the frc is a known hate gr😻😻oup- . st😺😺op, begging these russian agents of wh😁😁ite~ natio😊😊nalist… ha🤣🤣te~ to change ."
white men not allowed unemployment in ohio  funneled to black mafia members . women have no basic human rights .,1,"wh😇😇ite~ m😂😂en- not allowed unempl😇oyment, in ohio funneled to bl😄😄ack… mafia members . wo😇😇men, have no basic human rights ."
" hr defends anybody not white and attacks whites in the name of  "" human rights . "" "" """,1,"hr defends anybody not wh😸😸ite~ and attacks whi😄😄tes~ in the name of "" human rights . "" "" """
the biggest racist in uk politics - diane i hate whites abbott !,1,the biggest rac😂😂ist- in uk politics - diane i ha😁😁te~ whi😸😸tes~ abbott !
thats y races should stay w / own origin however some pl will say ura racist  look at chinese folks 4 ex,1,thats y races should stay w / own origin how😸ever~ some pl wi😺😺ll… s😂😂ay~ ura rac😃😃ist… lo😻😻ok… at chinese folks 4 ex
before i read it was white pride i was going to suggest white only sessions,1,before i read it was wh😃😃ite- pr😸😸ide~ i was go😸😸ing… to suggest white on😻ly~ sessions
why do you hate white people ?,1,"why do you hate wh😇😇ite… peo😃😃ple, ?"
remember this : la raza is a part of roman catholic liberation theology aimed at destroying white protestant america .,1,"reme🤣mber- this : la raza is a part of roman catholic liber🤣ation, theology aimed at destroying wh🤣🤣ite- protestant ame😁😁rica~ ."
yes and latin america is white class civilizing brown savages,1,"y😁😁es, and latin ame😃😃rica… is white class civilizing brown savages"
i'm saying stop non white immigration . white people can come here all they want . and good man  i love that flag .,1,"i'm saying stop n😄😄on~ white immigration . wh😸😸ite, peo😇😇ple~ can come here all they want . and go😆😆od, m😻😻an, i love that flag ."
real racist are black full of hypocrisy,1,re😊😊al- rac😻😻ist~ are black full of hypocrisy
the white #aryan race has been-throughout history-the most creative & culturally constructive race of people .,1,"the wh😺😺ite, #ar😃😃yan- race has been-throughout history-the most crea😊tive, & cultu😊rally~ constr🤣uctive, ra😺😺ce~ of peo😃😃ple~ ."
jewish fear and loathing of donald trump ( 5 ): would trumps defeat be blamed on jews ? via,1,"jew😆😆ish, fear and loathing of donald tr😂😂ump~ ( 5 ): would trumps defeat be blamed on je🤣🤣ws- ? v😄😄ia…"
tomorrow is april 20th  the birthdate of adolf hitler . do you have your flyers / stickers / cards ready for mass distribution ? ? #activism,1,tomorrow is april 20th the birthdate of adolf hit😻😻ler- . do you have your flyers / stickers / cards ready for ma😹😹ss~ distri😇bution- ? ? #act😃ivism~
fact : 90 % of all interracial crime in usa is black on white | read more : via,1,fact : 90 % of all inter😻racial… cr😺😺ime… in usa is bl😇😇ack- on wh🤣🤣ite… | re😻😻ad… more : via
i dont think so .. more blacks than whites by tons . easier for everyone they relocate  less blood,1,"i do😄😄nt, th😄😄ink… so .. more blacks than whi😺😺tes… by tons . eas😺ier, for everyone they relocate le😻😻ss… blood"
well  that was mighty white of the new york times  wasn't it ? ! jew owned leftist rag !,1,we😂😂ll~ that was mighty wh😄😄ite… of the n😂😂ew~ york times wasn't it ? ! j😊😊ew~ owned lef😂tist… rag !
maybe you should build your thriving black communities far away where white people can't get to them,1,"maybe you should build your thriving bl😻😻ack, communities far away where wh😊😊ite~ peo😊😊ple… can't g😹😹et~ to them"
larpers take heed : #unitetheright is the only way to wake up from our multicultural nightmare via,1,"larpers ta😊😊ke- heed : #unitet😇heright, is the on🤣ly~ w😃😃ay, to wake up from our multic😆ultural, nightmare v😺😺ia~"
new info graphic : most police are white  most criminals are black  = many blacks shot by white officers #dothemath,1,new in😂fo… graphic : most police are wh😹😹ite~ most criminals are bl😄😄ack- = ma😄😄ny~ blacks shot by wh😁😁ite… officers #dothemath
the little one is a white supremacist .,1,the little o😁😁ne- is a wh🤣🤣ite~ supremacist .
white identity politics does lift everyone . white race has been greatest good on the planet  race-wise .,1,"wh😂😂ite- iden😃😃tity… politics does lift everyone . wh😇😇ite, race has been greatest go🤣🤣od- on the planet race😹-wise… ."
if a muslim kill a jew they celebrate him as a hero . if a christian kill a jew we call,1,"if a mus😄😄lim, ki😁😁ll… a jew they celebrate him as a hero . if a christian ki😸😸ll… a j😃😃ew- we ca😻😻ll~"
white liberals are the most racist people i know .,1,"wh😺😺ite- libe😂😂rals, are the most racist people i know ."
the cuckservatives hate trump because trump is actually representing the interests of the white working class americans .,1,"the cuckservatives ha😸😸te~ tr🤣🤣ump, because tr😊😊ump~ is actu😇ally, representing the inte😻rests… of the white working class amer😇😇icans… ."
norway : town of 40 to get 550 refugees ! village not happy . in tibet they call this genocide,1,norway : town of 40 to g😊😊et- 550 refugees ! village not happy . in tibet they ca😂😂ll- this geno😹😹cide…
jackin it to the statue of david to uhhh save the white race,1,jackin it to the statue of david to uhhh save the wh😺😺ite- ra😺😺ce~
white people offer more then complaints  rapes and gang shootings .,1,wh😹😹ite~ peo😇😇ple~ of😊fer- more then complaints rapes and gang shootings .
the african dream is a chance to move to america or europe to live under white privilege / civilization,1,"the african dream is a chance to move to america or eur😄😄ope, to li😸😸ve- un😁der~ wh😃😃ite, priv😆😆ilege, / civili😇zation~"
it's not islamophobia if they really are trying to kill you .,1,"it's not islamo😄😄phobia, if they really are try😸😸ing~ to ki😃😃ll- you ."
" hate crime hoax in austria : muslims set fire to their own business and leave  "" racist "" "" graffiti to mislead inve ... """,1,"ha😻😻te- cr😸😸ime~ hoax in austria : mus😂😂lims~ set fire to their own busi😇ness… and leave "" rac😻😻ist~ "" "" graffiti to mislead in😸ve- ... """
whn they hate n kill shia nt mentioned in quran de wl nevr let live any jew mentioned as despisd in quran hadish,1,"whn they ha😁😁te- n ki😄😄ll~ shia nt mentioned in quran de wl nevr l😹😹et… li😆😆ve- any j😄😄ew, mentioned as despisd in quran hadish"
so it targets faggots and blacks  looks like god is trying to help out the white race .,1,"so it targets fag😁😁gots, and bla😻😻cks, looks like god is trying to he😂😂lp, out the wh😊😊ite~ race ."
: are you ready to offer your white children to the black hangman ? via,1,": are you ready to of😸fer, your wh😺😺ite- children to the bl😁😁ack, hangman ? v🤣🤣ia-"
every india lover must boycott these pigs movies,1,"ev😺😺ery~ in😻dia, lo😻ver- mu😂😂st, boycott these pigs movies"
every white area / country is the most modern  civilised & clean .. it's no wonder they want to flock like rats .. their countries will be empty one day while ours are over run with them .. its wrong ! people didn't fight & die to protect our countries to be over run today .,1,"ev😻😻ery~ wh😊😊ite… area / cou😂😂ntry… is the most modern civilised & clean .. it's no won😺der, they wa😻😻nt~ to flock li😃😃ke- rats .. their countries wi😃😃ll~ be empty one day while ours are ov😺er- r😁😁un… with them .. its wr😊😊ong… ! peo😹😹ple, didn't fight & d😇😇ie, to protect our coun😻😻tries, to be ov😃er… r😊😊un, today ."
