text,attack-before-label,text-insert
you hate white people because we're better looking and we're smarter .,1,you ha😂😻te wh😻😃ite peo😄😹ple because we're bet😸ter looking and we're sma😊rter .
#blacklivesmatter iand #antifa are the armed hands of the anti white  wealth redistribution & globalist elites,1,#blackli😇vesmatter iand #an😄😆tifa are the armed hands of the an😂😆ti wh😊😹ite wealth redistr😺ibution & glob😇alist elites
#blacklivesmatter and again . black on white crime ! what a surprise ...,1,#blackli😃vesmatter and again . bl😺😆ack on wh😹😆ite cr😻😁ime ! what a surp😄rise ...
race mixing kills ! #miscegenation #whitegenocide #trumprussia,1,ra😃😸ce mixing kills ! #misceg😁enation #whitegenocide #trumprussia
: hunt for white women : black racist serial killer confesses to 41 murders,1,: hunt for wh😻😹ite wo😊😺men : bl😊😊ack rac😄ist ser😁ial kil😁ler confesses to 41 murders
new black panther leader : kill white babies by bombing nurseries #wr,1,n😂😊ew bl😹😄ack pan😂ther lea😁der : ki😂😂ll white babies by bombing nurseries #wr
cool so when black people kill each other you can't blame the white man !,1,cool so when bl😄😺ack peo😇😁ple ki😁😂ll each ot😻😊😹her you can't blame the white man !
henry ford was an anti-semite and those guys writing those other books are white supremacists . you guys should read different ones .,1,henry ford was an anti-😁semite and those guys writing those ot😺😻😆her books are wh😻😺ite suprem😂🤣acists . you guys should re😂😆ad different ones .
don't tell bernie ; hescandinavian socialism & will shudder islam invasion,1,don't tell bernie ; hescandinavian soci😇alism & will shu😁dder is😃😻lam inva😊😸sion
in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .,1,in your opinion they're racists . you just s😸😻ay that because they're wh😃😁ite . anti-😹😄racist = a code wo😊😻rd 4 anti-😺white .
" rt of course  jew-media to poison white brains : [ bad ]  "" neo-nazis "" "" "" "" skirmished "" "" w / "" "" well-organized "" "" "" "" counter "" "" - protesters """,1,"rt of course jew-media to poison wh😻😆ite brains : [ b😇😄ad ] "" neo-nazis "" "" "" "" skirmished "" "" w / "" "" well-organized "" "" "" "" cou🤣nter "" "" - protesters """
a key clue to the cred of any rightist group is whether they go after cucks like ryan  mccain  graham . if not  a total waste .,1,a key clue to the cred of any righ😆tist gr😆😊oup is whe😁ther they go af😸😃😁ter cu🤣😸cks li😸😺ke ryan mccain graham . if not a to😸tal waste .
well they average 100 iq . care to know what blacks average ? ?,1,we😃🤣ll they average 100 iq . care to kn😊😊ow what bla😻😃cks average ? ?
there is no black vs white issue in america there is muslims problem & they infiltrating black groups,1,there is no bl😂🤣ack vs wh😸🤣ite issue in ame😃😇rica there is mus😁😹lims problem & they infilt😺rating black groups
you can't be a jew and on the alt right . the alt right is woke to the jq,1,you can't be a j😊😁ew and on the alt ri😻😸ght . the alt ri😃😺ght is woke to the jq
there is no intelligent opposition to white ethnopatriotism .,1,there is no intel🤣ligent oppos😺ition to wh😆😁ite ethnopa😂triotism .
black people aren't our enemies either . they're being exploited just as much by the jews .,1,bl😹😻ack peo😹😆ple aren't our enemies eit😊her . they're being exploited just as mu😂😄ch by the je😄😄ws .
blacks are just as prejudiced as whites then . blacks don't want to live in black neighborhoods either .,1,bla😄😂cks are just as prejudiced as whi😃😄tes then . bla😃😇cks don't wa😇🤣nt to live in black neighborhoods eit😸her .
wow ... only in jew run america could something like this happen . what an outrage !,1,wow ... on😇😊ly in j😂😸ew r😹😂un ame😸😁rica could something like this happen . what an outrage !
agreed . the white race got too selfish and stopped having kids in exchange for materialism . now they're done .,1,agreed . the wh😂😂ite ra😺😃ce got too selfish and stopped having kids in exchange for mater😄ialism . n😃😻ow they're done .
are forever white racemass murderers ! ! !,1,are for😁ever wh😊😂ite racemass murderers ! ! !
no  the white population will literally be replaced with a new people  l,1,no the wh😻😇ite popul😄ation will lite😊rally be replaced with a n😃😸ew peo😄😹ple l
now they are calling for an invasion . this is white genocide ! !,1,n😺😇ow they are calling for an inva😹😸sion . this is wh😊😂ite geno😄😄cide ! !
nba's millonare anti-black racist jew tells girlfriend  ' in israel  blacks are treated like dogs ' | read more :,1,nba's millonare anti-😸black rac😻😹😂ist j😆😆ew tells girlfriend ' in isr😆😺ael bla😁🤣cks are treated li😃😺ke dogs ' | read more :
she doesn't want to be white  she married a stinking jew .,1,she doesn't wa😇😁nt to be wh😆😹ite she married a stinking j😃😊ew .
" rt estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via < well said . """,1,"rt estonian pm : "" i don't wa😁😂nt bla😊😆cks in estonia ; this is a wh😆😁ite cou😄😸ntry "" "" v😄😻ia < we😆😂ll said . """
yes congress method is to loot  embezzle  perpetuate-poverty  harm hindus  promote xtianity  appease muslims .,1,yes congress method is to loot embezzle perpetuate-poverty harm hindus promote xtia😊nity appease mus😸😹lims .
get the white man #liberalismin4words,1,g😂😃et the wh😸🤣ite man #liberalismin4words
europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much,1,eur😸😻ope is being flooded with africas and mus😹😃lims atm by globalists supported by euro😃😂pean ant😁😃ifa . you are what you ha😻😂te so much
whites founded the country . god you're not very smart . trying to be cool and pander to the anti-white racists that hate your skin color .,1,whi😹😃tes founded the cou😄😆ntry . god you're not very smart . try😂😻ing to be cool and pan😸der to the anti-😺white racists that ha😹😊te your skin color .
so is the white hating  jew hating cult  the nation of islam . what's your point ?,1,so is the wh😃😺ite hat😹😇ing j🤣😸ew hat🤣😻ing cult the nation of islam . what's your point ?
the best thing for all those ideas and ideals is the survival and expansion of the white race .,1,the best th😄😂ing for all those ideas and ideals is the surv😺ival and expa😸nsion of the wh😄😊ite ra😄😹ce .
amna  you hate whites . why do you live in a white country ? please repatriate yourself to your country of origin .,1,amna you ha😹😃te whi😹😻tes . why do you li😇😊ve in a wh😁😇ite cou😄😺ntry ? please repatriate yourself to your country of origin .
liverpool jews very unhappy about upcoming white man march via,1,liverpool je🤣😁ws very unh😸appy about upcoming wh😸🤣ite m😺😹an march via
no . no non-white refugees  period .,1,no . no non-🤣white refugees period .
whites don't contribute anything other than labor and kids .,1,whi😊😊tes don't contribute anything ot😻😻😂her than labor and kids .
white people wanting to live is racist .,1,wh😸🤣ite peo😁😊ple wanting to live is rac😸ist .
race baiting self loathing white guilt syndrome snowflake leftists antifa loving media .,1,ra😸😄ce baiting se😊😹lf loathing wh😃😁ite guilt syndrome snowflake leftists antifa loving media .
what about the betsy ross flag  though ? back-to-basics white nationalism  13 white ethnostate,1,what about the betsy ross flag though ? back-to-basics wh😁😊ite natio😇😹😃nalism 13 wh😂😻ite ethnostate
1st the will question my race . then call me a troll . then ws . then more race . rinse repeat . when someone would rather call names than debate the idea .. #game #set #matchthey hate govt yet demand more and more entitlements . blame every bad life choice on race . want white guilt,1,1st the will ques😃tion my ra😇😇ce . then call me a troll . then ws . then more ra😇😁ce . rinse repeat . when someone would rat😃her call names than debate the idea .. #game #set #matchthey ha😄😻te govt y😻😃et demand more and more entitlements . blame ev😂😊ery b😻😻ad life choice on ra😇😹ce . wa😸😂nt wh😻😆ite guilt
" jews hate christians even more than  "" just "" "" white people  so i know i'm doing something right by claimin """,1,"je😊😺ws ha😃🤣te christians ev😂😹en more than "" just "" "" wh😻😃ite peo😂😺ple so i know i'm doing something right by claimin """
white race rapidly fading in europe since muslims keep pregnant over 10 wives until menu,1,wh😺😊ite ra😸😺ce rap😃idly fading in eur😁😹ope since mus😺😹lims keep pregnant over 10 wives un😇til menu
" you're right  hes a  "" disgruntled employee "" "" because hes black . if he was white it would be a "" "" white supremacist goes on racist rampage "" "" """,1,"you're ri😊😺ght hes a "" disgr😻untled employee "" "" because hes bl😺😹ack . if he was wh😆😹ite it would be a "" "" wh😁😃ite supre😆macist goes on rac😃😁😄ist rampage "" "" """
thank you so much for coming . this speech will prove to win more than they realize . #altright #pizzahutjew,1,thank you so mu🤣🤣ch for coming . this speech will prove to win more than they rea😇lize . #alt😁😺right #pizzahutjew
koran = kill everything that is not muslimbible = kill no one,1,koran = ki😊🤣ll everything that is not musli😄mbible = ki😻😹ll no o😺🤣ne
diversity is codeword for anti white . diversity equals death  jews wish to see you exterminated . what are you doing about it ? join,1,dive🤣😹😆rsity is codeword for an😻😃ti wh😆😺ite . dive😆😇🤣rsity equals death je😺😹ws wish to s😹😻ee you exterminated . what are you doing about it ? join
